ensembl_id,start,end,length,id
ENSRNOG00000042888,49093355,49198073,104719,17629
ENSRNOG00000042889,94178221,94181010,2790,17630
ENSRNOG00000042897,11383116,11386948,3833,17631
ENSRNOG00000042899,85058548,85096346,37799,17632
ENSRNOG00000042901,56836994,56877650,40657,17633
ENSRNOG00000042903,87209530,87213627,4098,17634
ENSRNOG00000042905,3189473,3197457,7985,17635
ENSRNOG00000042912,82232107,82252963,20857,17636
ENSRNOG00000042915,105745276,105771972,26697,17637
ENSRNOG00000042916,27535324,27552349,17026,17638
ENSRNOG00000042918,45015855,45024315,8461,17639
ENSRNOG00000042925,37014747,37016116,1370,17640
ENSRNOG00000042927,72420352,72422974,2623,17641
ENSRNOG00000042929,88636875,88943592,306718,17642
ENSRNOG00000042932,21735834,21880003,144170,17643
ENSRNOG00000042939,161720501,161729192,8692,17644
ENSRNOG00000042940,61603991,61604380,390,17645
ENSRNOG00000042944,29915443,29920598,5156,17646
ENSRNOG00000042948,169159357,169160236,880,17647
ENSRNOG00000042950,131836934,131860754,23821,17648
ENSRNOG00000042951,103774358,103878899,104542,17649
ENSRNOG00000042954,96831880,96833251,1372,17650
ENSRNOG00000042956,11638124,11638483,360,17651
ENSRNOG00000042960,61551861,61564695,12835,17652
ENSRNOG00000042961,53111371,53118613,7243,17653
ENSRNOG00000042962,47966583,48192743,226161,17654
ENSRNOG00000042967,33747462,33760100,12639,17655
ENSRNOG00000042970,193083901,193101051,17151,17656
ENSRNOG00000042971,27858879,27862827,3949,17657
ENSRNOG00000042975,46009322,46093973,84652,17658
ENSRNOG00000042977,188521785,188528195,6411,17659
ENSRNOG00000042978,76199306,76488216,288911,17660
ENSRNOG00000042980,31146107,31240582,94476,17661
ENSRNOG00000042983,11450760,11467644,16885,17662
ENSRNOG00000042985,240527130,240576179,49050,17663
ENSRNOG00000042990,91980114,91981432,1319,17664
ENSRNOG00000042991,102683148,102684276,1129,17665
ENSRNOG00000042995,73661131,73661553,423,17666
ENSRNOG00000042996,141715354,141715846,493,17667
ENSRNOG00000043002,113089647,113091770,2124,17668
ENSRNOG00000043006,119524039,119531387,7349,17669
ENSRNOG00000043007,101076898,101086198,9301,17670
ENSRNOG00000043014,84682409,84694575,12167,17671
ENSRNOG00000043017,29640938,29641551,614,17672
ENSRNOG00000043019,45258887,45263765,4879,17673
ENSRNOG00000043023,59084626,59085676,1051,17674
ENSRNOG00000043026,2961442,2961873,432,17675
ENSRNOG00000043031,136548307,136550371,2065,17676
ENSRNOG00000043032,92228,92731,504,17677
ENSRNOG00000043033,47038825,47208812,169988,17678
ENSRNOG00000043035,10020349,10167023,146675,17679
ENSRNOG00000043037,105661044,105663457,2414,17680
ENSRNOG00000043039,162351001,162369990,18990,17681
ENSRNOG00000043043,144465964,144469814,3851,17682
ENSRNOG00000043044,12782491,12787750,5260,17683
ENSRNOG00000043048,6281336,6284145,2810,17684
ENSRNOG00000043053,118910587,118916563,5977,17685
ENSRNOG00000043056,86073435,86074406,972,17686
ENSRNOG00000043057,31552836,31553765,930,17687
ENSRNOG00000043059,119514840,119568736,53897,17688
ENSRNOG00000043060,222242858,222246768,3911,17689
ENSRNOG00000043061,57505449,57568743,63295,17690
ENSRNOG00000043068,69753373,69768305,14933,17691
ENSRNOG00000043069,68633160,68686548,53389,17692
ENSRNOG00000043071,177164359,177166737,2379,17693
ENSRNOG00000043076,33942711,33942983,273,17694
ENSRNOG00000043077,55094585,55150686,56102,17695
ENSRNOG00000043083,28739219,28739743,525,17696
ENSRNOG00000043085,105323837,105462168,138332,17697
ENSRNOG00000043088,80800951,80809769,8819,17698
ENSRNOG00000043089,31167860,31168800,941,17699
ENSRNOG00000043093,22319331,22336794,17464,17700
ENSRNOG00000043094,53859737,54007756,148020,17701
ENSRNOG00000043095,186872520,186886592,14073,17702
ENSRNOG00000043098,11307967,11308740,774,17703
ENSRNOG00000043099,32213148,32232632,19485,17704
ENSRNOG00000043100,53905347,53905847,501,17705
ENSRNOG00000043102,109446444,109479891,33448,17706
ENSRNOG00000043103,74000227,74029238,29012,17707
ENSRNOG00000043105,48047913,48050187,2275,17708
ENSRNOG00000043106,72063504,72069534,6031,17709
ENSRNOG00000043107,57486365,57498894,12530,17710
ENSRNOG00000043109,142371639,142372031,393,17711
ENSRNOG00000043111,192978065,192978466,402,17712
ENSRNOG00000043113,156810658,156811650,993,17713
ENSRNOG00000043114,7835949,7842789,6841,17714
ENSRNOG00000043116,43715907,43733320,17414,17715
ENSRNOG00000043120,262023406,262047332,23927,17716
ENSRNOG00000043124,59611434,59619783,8350,17717
ENSRNOG00000043125,3804088,3805023,936,17718
ENSRNOG00000043128,105500173,105507288,7116,17719
ENSRNOG00000043130,15448485,15451121,2637,17720
ENSRNOG00000043131,38150659,38154344,3686,17721
ENSRNOG00000043137,135856218,135861059,4842,17722
ENSRNOG00000043141,141612963,141655894,42932,17723
ENSRNOG00000043143,132383337,132450393,67057,17724
ENSRNOG00000043145,42436459,42436840,382,17725
ENSRNOG00000043148,78934478,78935291,814,17726
ENSRNOG00000043149,77921705,77922514,810,17727
ENSRNOG00000043150,176475893,176489925,14033,17728
ENSRNOG00000043151,103251986,103366264,114279,17729
ENSRNOG00000043154,82169620,82172636,3017,17730
ENSRNOG00000043155,16536907,16537433,527,17731
ENSRNOG00000043158,79324582,79349893,25312,17732
ENSRNOG00000043159,148927533,149175275,247743,17733
ENSRNOG00000043164,69457472,69457765,294,17734
ENSRNOG00000043167,127271289,127572988,301700,17735
ENSRNOG00000043170,82648103,82654785,6683,17736
ENSRNOG00000043171,73226630,73278337,51708,17737
ENSRNOG00000043176,14071507,14113255,41749,17738
ENSRNOG00000043179,574092,574592,501,17739
ENSRNOG00000043180,174825777,174826069,293,17740
ENSRNOG00000043182,123524950,123662350,137401,17741
ENSRNOG00000043185,6679368,7537275,857908,17742
ENSRNOG00000043186,46215379,46243707,28329,17743
ENSRNOG00000043188,7305658,7313200,7543,17744
ENSRNOG00000043189,8338484,8348746,10263,17745
ENSRNOG00000043192,81173713,81187739,14027,17746
ENSRNOG00000043193,171309335,171312026,2692,17747
ENSRNOG00000043194,131915382,131943132,27751,17748
ENSRNOG00000043197,123482255,123490023,7769,17749
ENSRNOG00000043199,50439883,50474678,34796,17750
ENSRNOG00000043201,98451637,98480419,28783,17751
ENSRNOG00000043203,143219012,143228060,9049,17752
ENSRNOG00000043204,80614937,80624205,9269,17753
ENSRNOG00000043210,100311173,100360879,49707,17754
ENSRNOG00000043212,13044104,13127487,83384,17755
ENSRNOG00000043215,26066127,26073194,7068,17756
ENSRNOG00000043219,53068495,53181503,113009,17757
ENSRNOG00000043223,96356088,96380770,24683,17758
ENSRNOG00000043225,198690794,198700969,10176,17759
ENSRNOG00000043229,124045737,124052632,6896,17760
ENSRNOG00000043233,15198940,15225410,26471,17761
ENSRNOG00000043237,39455908,39462629,6722,17762
ENSRNOG00000043249,20462609,20466351,3743,17763
ENSRNOG00000043250,57970967,57981976,11010,17764
ENSRNOG00000043258,149466770,149477907,11138,17765
ENSRNOG00000043259,63320137,63320572,436,17766
ENSRNOG00000043261,5333145,5335346,2202,17767
ENSRNOG00000043262,63917743,63918553,811,17768
ENSRNOG00000043267,16398749,16403656,4908,17769
ENSRNOG00000043280,98915867,99146038,230172,17770
ENSRNOG00000043286,10861406,10884047,22642,17771
ENSRNOG00000043288,21339059,21353134,14076,17772
ENSRNOG00000043289,10894119,10896447,2329,17773
ENSRNOG00000043292,42829413,42832160,2748,17774
ENSRNOG00000043293,31693219,31712924,19706,17775
ENSRNOG00000043295,95242986,95245139,2154,17776
ENSRNOG00000043296,189969336,190068948,99613,17777
ENSRNOG00000043299,3450050,3450988,939,17778
ENSRNOG00000043300,58018039,58019836,1798,17779
ENSRNOG00000043302,11655967,11656884,918,17780
ENSRNOG00000043303,169720253,169721758,1506,17781
ENSRNOG00000043304,58270410,58301002,30593,17782
ENSRNOG00000043306,106230013,106236115,6103,17783
ENSRNOG00000043311,176439199,176443195,3997,17784
ENSRNOG00000043313,230297117,230298184,1068,17785
ENSRNOG00000043320,83289743,83315317,25575,17786
ENSRNOG00000043323,1366119,1371626,5508,17787
ENSRNOG00000043324,48772906,48774898,1993,17788
ENSRNOG00000043325,191291478,191294374,2897,17789
ENSRNOG00000043328,65541322,65543707,2386,17790
ENSRNOG00000043329,35718889,35870578,151690,17791
ENSRNOG00000043331,173237642,173239899,2258,17792
ENSRNOG00000043332,28460068,28462488,2421,17793
ENSRNOG00000043334,3498768,3499697,930,17794
ENSRNOG00000043341,61522298,61533178,10881,17795
ENSRNOG00000043342,14353459,14360555,7097,17796
ENSRNOG00000043344,14865941,14880084,14144,17797
ENSRNOG00000043345,71721250,71743421,22172,17798
ENSRNOG00000043348,123705235,123708211,2977,17799
ENSRNOG00000043350,18442127,18592750,150624,17800
ENSRNOG00000043357,81057519,81428971,371453,17801
ENSRNOG00000043358,23464863,23469041,4179,17802
ENSRNOG00000043364,146952653,146973932,21280,17803
ENSRNOG00000043366,51662939,51663370,432,17804
ENSRNOG00000043367,17956631,17957554,924,17805
ENSRNOG00000043370,257425679,257449568,23890,17806
ENSRNOG00000043374,55881375,55886679,5305,17807
ENSRNOG00000043375,208323882,208557356,233475,17808
ENSRNOG00000043377,188392858,188413219,20362,17809
ENSRNOG00000043378,80426918,80432875,5958,17810
ENSRNOG00000043381,107197989,107281235,83247,17811
ENSRNOG00000043382,8059426,8060373,948,17812
ENSRNOG00000043383,55471701,55491152,19452,17813
ENSRNOG00000043384,40563537,40564556,1020,17814
ENSRNOG00000043386,147774767,147779013,4247,17815
ENSRNOG00000043387,26906716,27014813,108098,17816
ENSRNOG00000043388,100992405,100997198,4794,17817
ENSRNOG00000043390,92993330,93502591,509262,17818
ENSRNOG00000043392,169115981,169116919,939,17819
ENSRNOG00000043400,79015316,79015660,345,17820
ENSRNOG00000043402,43870402,43878881,8480,17821
ENSRNOG00000043404,122244711,122276361,31651,17822
ENSRNOG00000043410,6218393,6235967,17575,17823
ENSRNOG00000043412,29281252,29282039,788,17824
ENSRNOG00000043413,2181373,2183508,2136,17825
ENSRNOG00000043414,186776605,186808078,31474,17826
ENSRNOG00000043416,80730499,80744831,14333,17827
ENSRNOG00000043417,105630810,105631208,399,17828
ENSRNOG00000043419,45289741,45290370,630,17829
ENSRNOG00000043422,31603613,31620443,16831,17830
ENSRNOG00000043425,13412917,13422698,9782,17831
ENSRNOG00000043426,248649441,248690089,40649,17832
ENSRNOG00000043436,29284853,29432258,147406,17833
ENSRNOG00000043438,3706288,3707226,939,17834
ENSRNOG00000043439,116997020,117007662,10643,17835
ENSRNOG00000043441,108167716,108178508,10793,17836
ENSRNOG00000043445,195582781,195588000,5220,17837
ENSRNOG00000043451,6673686,6679901,6216,17838
ENSRNOG00000043455,170900207,170900980,774,17839
ENSRNOG00000043459,26923731,26924665,935,17840
ENSRNOG00000043460,107443393,107443853,461,17841
ENSRNOG00000043465,115907097,115910541,3445,17842
ENSRNOG00000043466,147800140,147819335,19196,17843
ENSRNOG00000043471,29618672,29618857,186,17844
ENSRNOG00000043478,223214132,223263133,49002,17845
ENSRNOG00000043480,115511974,115512246,273,17846
ENSRNOG00000043481,1944801,1945844,1044,17847
ENSRNOG00000043486,216808632,216828651,20020,17848
ENSRNOG00000043487,143682099,143682917,819,17849
ENSRNOG00000043492,75322884,75323807,924,17850
ENSRNOG00000043494,5277965,5281348,3384,17851
ENSRNOG00000043498,55308757,55408464,99708,17852
ENSRNOG00000043502,148993072,149014838,21767,17853
ENSRNOG00000043503,221644867,221667239,22373,17854
ENSRNOG00000043507,56487417,56488723,1307,17855
ENSRNOG00000043508,60939260,60942845,3586,17856
ENSRNOG00000043511,186899324,186911903,12580,17857
ENSRNOG00000043512,177591988,177592287,300,17858
ENSRNOG00000043513,133929532,133959447,29916,17859
ENSRNOG00000043531,138751429,138751554,126,17860
ENSRNOG00000043539,120143594,120143713,120,17861
ENSRNOG00000043550,22208005,22208128,124,17862
ENSRNOG00000043551,109711133,109711237,105,17863
ENSRNOG00000043562,243819838,243819900,63,17864
ENSRNOG00000043567,36917609,36917712,104,17865
ENSRNOG00000043588,131919616,131919727,112,17866
ENSRNOG00000043596,154046174,154046263,90,17867
ENSRNOG00000043615,149826575,149826677,103,17868
ENSRNOG00000043616,174283842,174283945,104,17869
ENSRNOG00000043645,152455490,152455587,98,17870
ENSRNOG00000043655,81106492,81106589,98,17871
ENSRNOG00000043668,48851016,48851114,99,17872
ENSRNOG00000043690,111692433,111692532,100,17873
ENSRNOG00000043707,98397411,98397511,101,17874
ENSRNOG00000043726,38293092,38293181,90,17875
ENSRNOG00000043733,36180489,36180592,104,17876
ENSRNOG00000043738,128398305,128398376,72,17877
ENSRNOG00000043745,78010751,78010821,71,17878
ENSRNOG00000043746,4295109,4295211,103,17879
ENSRNOG00000043755,139999256,139999353,98,17880
ENSRNOG00000043772,102731715,102731795,81,17881
ENSRNOG00000043813,16802951,16803062,112,17882
ENSRNOG00000043814,6694254,6694350,97,17883
ENSRNOG00000043819,81376575,81376680,106,17884
ENSRNOG00000043820,47488028,47488086,59,17885
ENSRNOG00000043826,126562901,126562992,92,17886
ENSRNOG00000043828,81483342,81483405,64,17887
ENSRNOG00000043837,59787604,59787706,103,17888
ENSRNOG00000043842,127403859,127403944,86,17889
ENSRNOG00000043845,87122570,87122660,91,17890
ENSRNOG00000043854,103914412,103914529,118,17891
ENSRNOG00000043856,11310917,11311041,125,17892
ENSRNOG00000043857,78549347,78549451,105,17893
ENSRNOG00000043866,1094,2664,1571,17894
ENSRNOG00000043884,15728073,15728184,112,17895
ENSRNOG00000043886,7160201,7160310,110,17896
ENSRNOG00000043915,103957791,103957889,99,17897
ENSRNOG00000043926,10770495,10770570,76,17898
ENSRNOG00000043952,50874736,50874855,120,17899
ENSRNOG00000043969,67762965,67763042,78,17900
ENSRNOG00000043975,117069799,117069906,108,17901
ENSRNOG00000043978,32756074,32756178,105,17902
ENSRNOG00000043983,73013656,73013778,123,17903
ENSRNOG00000044003,49464647,49464748,102,17904
ENSRNOG00000044036,101014197,101014310,114,17905
ENSRNOG00000044047,110547323,110547408,86,17906
ENSRNOG00000044076,221520759,221520838,80,17907
ENSRNOG00000044078,53299708,53299811,104,17908
ENSRNOG00000044082,48907237,48907356,120,17909
ENSRNOG00000044087,55740486,55740597,112,17910
ENSRNOG00000044095,31878169,31878194,26,17911
ENSRNOG00000044126,15660279,15660304,26,17912
ENSRNOG00000044128,46580451,46580567,117,17913
ENSRNOG00000044170,59912941,59913047,107,17914
ENSRNOG00000044193,66684946,66685048,103,17915
ENSRNOG00000044194,25046212,25046349,138,17916
ENSRNOG00000044200,142840770,142840876,107,17917
ENSRNOG00000044214,16619115,16619197,83,17918
ENSRNOG00000044264,47309958,47310082,125,17919
ENSRNOG00000044267,8007758,8007855,98,17920
ENSRNOG00000044282,109955113,109955226,114,17921
ENSRNOG00000044284,71782844,71782963,120,17922
ENSRNOG00000044300,60060543,60060654,112,17923
ENSRNOG00000044303,50280971,50281078,108,17924
ENSRNOG00000044314,86767029,86767097,69,17925
ENSRNOG00000044330,96705077,96705194,118,17926
ENSRNOG00000044338,32471290,32471411,122,17927
ENSRNOG00000044353,67470120,67470228,109,17928
ENSRNOG00000044385,29932834,29932950,117,17929
ENSRNOG00000044386,50847006,50847112,107,17930
ENSRNOG00000044394,78039741,78039856,116,17931
ENSRNOG00000044405,144833192,144833259,68,17932
ENSRNOG00000044409,40233280,40233412,133,17933
ENSRNOG00000044415,96060091,96060208,118,17934
ENSRNOG00000044429,46039543,46039661,119,17935
ENSRNOG00000044437,55529383,55529513,131,17936
ENSRNOG00000044438,52217356,52217464,109,17937
ENSRNOG00000044448,58286601,58286737,137,17938
ENSRNOG00000044463,166886615,166886711,97,17939
ENSRNOG00000044494,61415695,61415802,108,17940
ENSRNOG00000044501,58847756,58847866,111,17941
ENSRNOG00000044504,63047392,63047491,100,17942
ENSRNOG00000044505,34698439,34698551,113,17943
ENSRNOG00000044512,113508348,113508427,80,17944
ENSRNOG00000044524,48169494,48169560,67,17945
ENSRNOG00000044555,43258072,43258174,103,17946
ENSRNOG00000044566,255816888,255816993,106,17947
ENSRNOG00000044574,11017828,11017937,110,17948
ENSRNOG00000044576,129014359,129014492,134,17949
ENSRNOG00000044590,44590762,44590879,118,17950
ENSRNOG00000044599,158438970,158439064,95,17951
ENSRNOG00000044601,111941243,111941363,121,17952
ENSRNOG00000044605,161836537,161836672,136,17953
ENSRNOG00000044610,51976773,51976852,80,17954
ENSRNOG00000044615,28353149,28353245,97,17955
ENSRNOG00000044626,111756107,111756358,252,17956
ENSRNOG00000044629,53453791,53453917,127,17957
ENSRNOG00000044631,83992057,83992152,96,17958
ENSRNOG00000044636,61048429,61048499,71,17959
ENSRNOG00000044644,136425927,136426000,74,17960
ENSRNOG00000044645,253549325,253549451,127,17961
ENSRNOG00000044660,116965665,116965762,98,17962
ENSRNOG00000044661,139529601,139529695,95,17963
ENSRNOG00000044699,25470867,25470995,129,17964
ENSRNOG00000044703,27870995,27871124,130,17965
ENSRNOG00000044715,64976335,64976448,114,17966
ENSRNOG00000044719,25704484,25704585,102,17967
ENSRNOG00000044722,64116290,64116380,91,17968
ENSRNOG00000044762,38902791,38902882,92,17969
ENSRNOG00000044767,125508104,125508199,96,17970
ENSRNOG00000044771,1413878,1413976,99,17971
ENSRNOG00000044773,191086154,191086261,108,17972
ENSRNOG00000044784,127776496,127776606,111,17973
ENSRNOG00000044786,166385179,166385315,137,17974
ENSRNOG00000044820,113091260,113091365,106,17975
ENSRNOG00000044833,49487970,49487998,29,17976
ENSRNOG00000044838,27204832,27204958,127,17977
ENSRNOG00000044850,28555407,28555516,110,17978
ENSRNOG00000044867,73225479,73225582,104,17979
ENSRNOG00000044880,64903584,64903692,109,17980
ENSRNOG00000044889,81051937,81052027,91,17981
ENSRNOG00000044894,143360224,143360287,64,17982
ENSRNOG00000044895,121147297,121147430,134,17983
ENSRNOG00000044905,110116737,110116844,108,17984
ENSRNOG00000044930,28578543,28578663,121,17985
ENSRNOG00000044937,27292866,27292980,115,17986
ENSRNOG00000044940,79664381,79664495,115,17987
ENSRNOG00000044954,21674860,21674970,111,17988
ENSRNOG00000044968,11124328,11124444,117,17989
ENSRNOG00000044990,57342172,57342282,111,17990
ENSRNOG00000044997,143489634,143489742,109,17991
ENSRNOG00000045002,108245498,108245591,94,17992
ENSRNOG00000045006,79439156,79439246,91,17993
ENSRNOG00000045014,67192615,67192711,97,17994
ENSRNOG00000045015,103567572,103567661,90,17995
ENSRNOG00000045032,26776809,26776927,119,17996
ENSRNOG00000045036,66694828,66694947,120,17997
ENSRNOG00000045043,89437298,89437418,121,17998
ENSRNOG00000045061,165666494,165666603,110,17999
ENSRNOG00000045070,78714986,78715086,101,18000
ENSRNOG00000045084,60364149,60364249,101,18001
ENSRNOG00000045087,177946007,177946117,111,18002
ENSRNOG00000045100,169569383,169569487,105,18003
ENSRNOG00000045106,35035157,35035251,95,18004
ENSRNOG00000045148,9278881,9278990,110,18005
ENSRNOG00000045162,61259326,61259400,75,18006
ENSRNOG00000045168,87556226,87556331,106,18007
ENSRNOG00000045172,137613125,137613245,121,18008
ENSRNOG00000045175,8469912,8470006,95,18009
ENSRNOG00000045182,80217815,80217920,106,18010
ENSRNOG00000045187,119875297,119875377,81,18011
ENSRNOG00000045206,121315938,121316042,105,18012
ENSRNOG00000045211,115698762,115698879,118,18013
ENSRNOG00000045233,32051294,32051411,118,18014
ENSRNOG00000045242,39094475,39094573,99,18015
ENSRNOG00000045251,64957932,64958068,137,18016
ENSRNOG00000045261,149709950,149710046,97,18017
ENSRNOG00000045263,26725690,26725818,129,18018
ENSRNOG00000045293,114013127,114013250,124,18019
ENSRNOG00000045298,131269813,131269924,112,18020
ENSRNOG00000045322,59194165,59194297,133,18021
ENSRNOG00000045327,87611917,87612029,113,18022
ENSRNOG00000045356,64849017,64849108,92,18023
ENSRNOG00000045363,59859170,59859286,117,18024
ENSRNOG00000045369,29352780,29352913,134,18025
ENSRNOG00000045370,142141723,142141816,94,18026
ENSRNOG00000045387,7231312,7231421,110,18027
ENSRNOG00000045399,101869739,101869846,108,18028
ENSRNOG00000045403,2478678,2478770,93,18029
ENSRNOG00000045463,76491532,76491641,110,18030
ENSRNOG00000045491,47041989,47042105,117,18031
ENSRNOG00000045493,25578300,25578412,113,18032
ENSRNOG00000045510,37200789,37200901,113,18033
ENSRNOG00000045524,11545024,11553370,8347,18034
ENSRNOG00000045525,32076297,32076849,553,18035
ENSRNOG00000045527,24038174,24038280,107,18036
ENSRNOG00000045530,1172867,1173805,939,18037
ENSRNOG00000045532,69959025,69960086,1062,18038
ENSRNOG00000045533,72068782,72068876,95,18039
ENSRNOG00000045535,73616348,73617584,1237,18040
ENSRNOG00000045536,201677460,201678244,785,18041
ENSRNOG00000045537,14957374,14957469,96,18042
ENSRNOG00000045539,117617533,117631716,14184,18043
ENSRNOG00000045540,9730645,9730769,125,18044
ENSRNOG00000045541,49508288,49518721,10434,18045
ENSRNOG00000045542,152681066,152681156,91,18046
ENSRNOG00000045543,261089745,261090437,693,18047
ENSRNOG00000045544,16825845,16828349,2505,18048
ENSRNOG00000045545,85509662,85510114,453,18049
ENSRNOG00000045546,74523698,74524663,966,18050
ENSRNOG00000045548,262987957,263000254,12298,18051
ENSRNOG00000045549,31456265,31456754,490,18052
ENSRNOG00000045552,46067987,46068053,67,18053
ENSRNOG00000045553,76079720,76137697,57978,18054
ENSRNOG00000045554,139047263,139063752,16490,18055
ENSRNOG00000045555,152222726,152224326,1601,18056
ENSRNOG00000045556,26041428,26041541,114,18057
ENSRNOG00000045557,72154049,72154124,76,18058
ENSRNOG00000045558,113691932,113711647,19716,18059
ENSRNOG00000045560,173252058,173259702,7645,18060
ENSRNOG00000045561,225076301,225077079,779,18061
ENSRNOG00000045563,12191697,12194118,2422,18062
ENSRNOG00000045565,61160125,61161060,936,18063
ENSRNOG00000045568,220048873,220067124,18252,18064
ENSRNOG00000045569,15405860,15429322,23463,18065
ENSRNOG00000045570,36156182,36221225,65044,18066
ENSRNOG00000045572,72072412,72072486,75,18067
ENSRNOG00000045574,38965063,38975400,10338,18068
ENSRNOG00000045575,12674510,12674577,68,18069
ENSRNOG00000045576,168224275,168225234,960,18070
ENSRNOG00000045577,70908973,70909060,88,18071
ENSRNOG00000045578,29862563,29868064,5502,18072
ENSRNOG00000045580,130407908,130408242,335,18073
ENSRNOG00000045581,124460730,124461332,603,18074
ENSRNOG00000045582,91725324,91726265,942,18075
ENSRNOG00000045583,65763521,65863037,99517,18076
ENSRNOG00000045585,25710472,25829569,119098,18077
ENSRNOG00000045586,159230391,159230454,64,18078
ENSRNOG00000045587,7643533,7667888,24356,18079
ENSRNOG00000045591,812382,822360,9979,18080
ENSRNOG00000045593,78584312,78607983,23672,18081
ENSRNOG00000045595,9909948,9912276,2329,18082
ENSRNOG00000045596,4820016,4820980,965,18083
ENSRNOG00000045597,42270040,42271443,1404,18084
ENSRNOG00000045599,31779334,31780120,787,18085
ENSRNOG00000045602,103264121,103265059,939,18086
ENSRNOG00000045604,73563616,73564245,630,18087
ENSRNOG00000045605,11164715,11339790,175076,18088
ENSRNOG00000045607,205967841,205967922,82,18089
ENSRNOG00000045609,35571755,35571852,98,18090
ENSRNOG00000045610,9341613,9342551,939,18091
ENSRNOG00000045611,227217552,227232341,14790,18092
ENSRNOG00000045612,70625245,70628470,3226,18093
ENSRNOG00000045614,121452303,121453672,1370,18094
ENSRNOG00000045615,106878085,106883423,5339,18095
ENSRNOG00000045616,44330897,44331817,921,18096
ENSRNOG00000045617,191900317,191915563,15247,18097
ENSRNOG00000045618,107584653,107585312,660,18098
ENSRNOG00000045619,35524607,35524676,70,18099
ENSRNOG00000045620,85544827,85545309,483,18100
ENSRNOG00000045621,47031595,47036956,5362,18101
ENSRNOG00000045622,912770,915953,3184,18102
ENSRNOG00000045623,100104000,100112832,8833,18103
ENSRNOG00000045624,77388589,77389521,933,18104
ENSRNOG00000045625,42429993,42430928,936,18105
ENSRNOG00000045626,49535792,49623758,87967,18106
ENSRNOG00000045627,75234501,75235439,939,18107
ENSRNOG00000045628,86979008,86979087,80,18108
ENSRNOG00000045629,70183625,70198655,15031,18109
ENSRNOG00000045630,59753364,59753470,107,18110
ENSRNOG00000045631,170742782,170743732,951,18111
ENSRNOG00000045632,29208606,29209270,665,18112
ENSRNOG00000045634,73933273,73934208,936,18113
ENSRNOG00000045635,103681934,103682920,987,18114
ENSRNOG00000045636,109987735,110005901,18167,18115
ENSRNOG00000045637,31444472,31468640,24169,18116
ENSRNOG00000045638,87390486,87390569,84,18117
ENSRNOG00000045639,4195917,4754318,558402,18118
ENSRNOG00000045641,36448971,36451720,2750,18119
ENSRNOG00000045643,70074672,70075167,496,18120
ENSRNOG00000045644,43807130,43807540,411,18121
ENSRNOG00000045646,43633675,43634085,411,18122
ENSRNOG00000045647,189330902,189333322,2421,18123
ENSRNOG00000045648,149963547,149964539,993,18124
ENSRNOG00000045649,8732932,8743069,10138,18125
ENSRNOG00000045650,159426718,159426836,119,18126
ENSRNOG00000045653,82875627,82884660,9034,18127
ENSRNOG00000045654,2699712,2701815,2104,18128
ENSRNOG00000045655,88680856,88686615,5760,18129
ENSRNOG00000045656,161149935,161151505,1571,18130
ENSRNOG00000045658,1897515,1898025,511,18131
ENSRNOG00000045662,129439624,129439690,67,18132
ENSRNOG00000045663,69959803,69965224,5422,18133
ENSRNOG00000045665,210977938,210982579,4642,18134
ENSRNOG00000045666,81865924,81866370,447,18135
ENSRNOG00000045668,31539016,31558851,19836,18136
ENSRNOG00000045669,81984560,81985908,1349,18137
ENSRNOG00000045670,56290780,56300077,9298,18138
ENSRNOG00000045672,1508590,1509519,930,18139
ENSRNOG00000045673,83043490,83061477,17988,18140
ENSRNOG00000045674,3969493,4032656,63164,18141
ENSRNOG00000045676,55497234,55498163,930,18142
ENSRNOG00000045677,213676954,213683114,6161,18143
ENSRNOG00000045678,87467991,87468711,721,18144
ENSRNOG00000045679,50525091,50526875,1785,18145
ENSRNOG00000045680,214408100,214408549,450,18146
ENSRNOG00000045681,66595721,66595816,96,18147
ENSRNOG00000045682,102290338,102291065,728,18148
ENSRNOG00000045683,49000973,49003931,2959,18149
ENSRNOG00000045684,14696308,14717420,21113,18150
ENSRNOG00000045685,76345264,76346196,933,18151
ENSRNOG00000045686,151665814,151688149,22336,18152
ENSRNOG00000045688,4342468,4343114,647,18153
ENSRNOG00000045689,26467321,26468435,1115,18154
ENSRNOG00000045690,16117228,16118166,939,18155
ENSRNOG00000045691,137798198,137798287,90,18156
ENSRNOG00000045692,170762427,170763377,951,18157
ENSRNOG00000045693,35935670,36004006,68337,18158
ENSRNOG00000045694,74906024,74906989,966,18159
ENSRNOG00000045695,74843186,74847379,4194,18160
ENSRNOG00000045696,1464780,1470746,5967,18161
ENSRNOG00000045697,47151520,47163898,12379,18162
ENSRNOG00000045698,101010899,101018433,7535,18163
ENSRNOG00000045701,71773913,71774012,100,18164
ENSRNOG00000045702,78009498,78010433,936,18165
ENSRNOG00000045706,161281059,161281158,100,18166
ENSRNOG00000045707,167225030,167225532,503,18167
ENSRNOG00000045711,26780039,26780965,927,18168
ENSRNOG00000045713,19274455,19275393,939,18169
ENSRNOG00000045715,9521062,9521167,106,18170
ENSRNOG00000045719,15930518,15931456,939,18171
ENSRNOG00000045720,106405002,106406469,1468,18172
ENSRNOG00000045721,35396286,35518522,122237,18173
ENSRNOG00000045722,43403103,43403169,67,18174
ENSRNOG00000045723,109519483,109519566,84,18175
ENSRNOG00000045726,213347974,213348906,933,18176
ENSRNOG00000045728,42936028,42944942,8915,18177
