transcript_id,length
uc003zch.3,1961
uc003zci.3,939
uc003zcj.3,4494
uc003zck.1,1418
uc003zcl.1,570
uc003zcn.4,668
uc003zco.3,1742
uc003zcp.3,2318
uc003zcq.3,2168
uc003zcs.1,944
uc003zct.1,1062
uc003zcv.2,1731
uc003zcw.2,1198
uc003zcx.2,1476
uc003zcy.2,1162
uc003zcz.3,3248
uc003zda.3,1540
uc003zdc.3,2183
uc003zdd.3,2718
uc003zde.1,2625
uc003zdf.3,2539
uc003zdh.4,1886
uc003zdi.1,1446
uc003zdj.3,3816
uc003zdk.3,5367
uc003zdl.3,5434
uc003zdm.3,1772
uc003zdp.1,1932
uc003zdq.1,2168
uc003zds.1,5143
uc003zdt.1,5050
uc003zdv.4,3007
uc003zdx.4,1939
uc003zdy.4,1935
uc003zeb.3,920
uc003zec.3,875
uc003zed.1,2335
uc003zee.1,2536
uc003zef.1,1383
uc003zeg.4,2251
uc003zeh.2,1915
uc003zek.4,5642
uc003zel.1,2377
uc003zem.3,1304
uc003zen.3,1459
uc003zeo.4,1503
uc003zeq.4,6364
uc003zer.4,6349
uc003zes.2,1333
uc003zet.3,2616
uc003zeu.3,2530
uc003zew.4,5430
uc003zey.3,4033
uc003zfb.4,3236
uc003zfc.4,2617
uc003zfd.3,2378
uc003zfu.1,1577
uc003zfv.3,1130
uc003zfx.3,532
uc003zfy.3,582
uc003zfz.4,2187
uc003zga.4,1723
uc003zgb.4,1821
uc003zgc.4,1666
uc003zgd.2,598
uc003zge.4,2786
uc003zgf.2,7452
uc003zgg.3,1875
uc003zgk.2,6788
uc003zgl.2,5579
uc003zgm.4,6901
uc003zgn.2,5073
uc003zgo.1,2975
uc003zgp.1,2992
uc003zgq.2,3042
uc003zgr.1,2942
uc003zgs.2,5335
uc003zgt.1,2266
uc003zgu.1,1761
uc003zgv.3,2222
uc003zgw.2,2180
uc003zgy.4,1973
uc003zha.3,2167
uc003zhb.4,2935
uc003zhc.3,5756
uc003zhd.3,5702
uc003zhe.3,2241
uc003zhh.1,3167
uc003zhi.2,3764
uc003zhj.4,884
uc003zhk.1,3636
uc003zhl.1,3552
uc003zhm.1,3487
uc003zho.2,2162
uc003zhp.1,2219
uc003zhq.1,2216
uc003zhr.3,2957
uc003zhs.1,3275
uc003zht.1,1464
uc003zhu.3,1365
uc003zhv.1,5293
uc003zhw.1,6666
uc003zhx.1,7650
uc003zhy.1,2449
uc003zhz.1,1969
uc003zia.3,730
uc003zib.1,1677
uc003zic.1,2281
uc003zid.1,1713
uc003zie.1,1921
uc003zif.1,2215
uc003zig.1,1937
uc003zih.1,1729
uc003zii.1,1600
uc003zij.2,3739
uc003zik.3,2603
uc003zil.3,1843
uc003zim.3,4106
uc003zin.4,2979
uc003zio.3,1698
uc003ziq.2,4325
uc003zir.2,4024
uc003zis.2,2169
uc003ziu.1,79
uc003ziv.1,1878
uc003ziw.3,5285
uc003zix.3,708
uc003ziy.3,615
uc003ziz.2,922
uc003zja.2,821
uc003zjb.2,1004
uc003zjc.3,997
uc003zjd.3,1571
uc003zje.3,3686
uc003zjf.4,3344
uc003zjg.4,2418
uc003zjh.4,3813
uc003zji.4,6773
uc003zjj.1,4095
uc003zjl.4,6662
uc003zjm.1,5341
uc003zjn.1,1227
uc003zjo.1,1524
uc003zjq.4,7204
uc003zjr.3,4622
uc003zjs.3,3507
uc003zjt.3,2706
uc003zjv.3,1351
uc003zjw.3,2570
uc003zjx.2,1539
uc003zjy.3,3621
uc003zjz.3,3720
uc003zka.1,3286
uc003zkb.3,3507
uc003zkc.3,3809
uc003zkd.3,2016
uc003zke.3,1938
uc003zkg.3,4604
uc003zkh.3,4670
uc003zki.3,2379
uc003zkj.3,2486
uc003zkk.3,10110
uc003zkp.3,8252
uc003zkq.3,8249
uc003zkr.3,8222
uc003zks.3,8249
uc003zkt.1,1697
uc003zku.1,1959
uc003zkv.4,2876
uc003zkw.3,2690
uc003zkx.4,3034
uc003zky.4,3098
uc003zkz.4,3974
uc003zlb.4,7609
uc003zlc.2,2328
uc003zld.3,7618
uc003zle.3,8264
uc003zlf.3,8486
uc003zlg.2,557
uc003zlh.2,9171
uc003zlj.3,1205
uc003zlk.3,4136
uc003zll.3,4967
uc003zlm.3,10086
uc003zln.1,1944
uc003zlo.1,2410
uc003zlp.2,2113
uc003zlq.2,3162
uc003zlr.2,3261
uc003zls.1,1499
uc003zlt.3,3095
uc003zlu.3,2404
uc003zlv.4,3376
uc003zlw.4,3373
uc003zly.3,1972
uc003zlz.4,1703
uc003zma.4,1865
uc003zmc.2,4040
uc003zmd.3,4359
uc003zme.3,4545
uc003zmf.1,2971
uc003zmg.3,1839
uc003zmh.1,2421
uc003zmi.3,12183
uc003zmj.3,12298
uc003zmk.3,12851
uc003zml.3,12926
uc003zmm.3,3816
uc003zmn.1,2070
uc003zmo.1,2678
uc003zmp.1,2863
uc003zmq.1,2886
uc003zmr.1,2890
uc003zms.1,597
uc003zmt.1,375
uc003zmu.1,764
uc003zmw.2,1032
uc003zmx.4,4871
uc003zmy.3,5514
uc003zmz.2,5088
uc003zna.3,2728
uc003znb.3,2409
uc003znc.4,1880
uc003zne.4,7842
uc003znf.4,3902
uc003zng.1,3371
uc003zni.2,1934
uc003znj.3,1650
uc003znk.4,6365
uc003znl.1,2579
uc003znm.1,1934
uc003znn.1,131
uc003zno.3,2011
uc003znp.1,1681
uc003znr.3,6972
uc003zns.4,4774
uc003znt.3,2354
uc003znv.1,829
uc003znw.1,497
uc003znx.1,1500
uc003zny.1,2852
uc003znz.1,2988
uc003zoa.2,10840
uc003zob.2,10789
uc003zoc.1,300
uc003zod.1,387
uc003zoe.2,3439
uc003zof.3,2116
uc003zog.1,6095
uc003zoh.1,4202
uc003zok.3,840
uc003zol.1,1514
uc003zom.2,1024
uc003zon.2,981
uc003zoo.1,986
uc003zop.1,737
uc003zoq.1,963
uc003zor.1,939
uc003zos.1,980
uc003zou.1,876
uc003zow.3,732
uc003zox.3,2754
uc003zoy.3,4412
uc003zpa.2,705
uc003zpb.3,1143
uc003zpc.1,1039
uc003zpd.2,863
uc003zpe.2,2148
uc003zpg.3,1474
uc003zph.3,4921
uc003zpi.1,622
uc003zpj.3,1222
uc003zpk.3,1254
uc003zpl.3,1151
uc003zpm.3,3834
uc003zpn.3,3984
uc003zpo.3,3861
uc003zpp.1,2302
uc003zpq.1,2347
uc003zpr.3,4805
uc003zps.3,3762
uc003zpt.3,3749
uc003zpu.3,3807
uc003zpv.3,3804
uc003zpw.3,3765
uc003zpx.3,2470
uc003zpy.3,1237
uc003zpz.1,29
uc003zqa.1,31
uc003zqb.3,2969
uc003zqc.3,2815
uc003zqd.3,4954
uc003zqe.2,2278
uc003zqf.4,1566
uc003zqg.4,2163
uc003zqh.3,3608
uc003zqi.4,4759
uc003zqj.1,2514
uc003zql.3,1036
uc003zqm.3,719
uc003zqn.3,6525
uc003zqo.2,4714
uc003zqp.3,1140
uc003zqq.3,3244
uc003zqr.2,1873
uc003zqt.3,6877
uc003zqu.2,3156
uc003zqv.2,3236
uc003zqw.4,3548
uc003zqx.4,3616
uc003zqy.4,3794
uc003zqz.1,2056
uc003zra.3,4756
uc003zrb.3,4173
uc003zrc.3,3978
uc003zrd.3,1013
uc003zre.2,861
uc003zrf.2,816
uc003zrg.1,6216
uc003zrh.1,2582
uc003zri.4,5383
uc003zrj.3,2113
uc003zrl.3,2003
uc003zrm.3,2118
uc003zrn.3,2026
uc003zro.3,2169
uc003zrp.3,2164
uc003zrq.3,2017
uc003zrr.3,1860
uc003zrs.3,2106
uc003zrt.3,1995
uc003zru.3,1838
uc003zrv.3,2036
uc003zrw.3,1784
uc003zrx.3,2142
uc003zry.3,2000
uc003zsa.1,805
uc003zsb.2,1885
uc003zsc.2,729
uc003zsd.1,1538
uc003zse.1,1178
uc003zsf.1,7091
uc003zsg.2,4199
uc003zsh.3,368
uc003zsi.3,3634
uc003zsj.3,3872
uc003zsm.4,2070
uc003zso.3,3638
uc003zsp.2,3588
uc003zsq.3,4695
uc003zsr.3,4698
uc003zss.3,1079
uc003zst.3,1256
uc003zsu.1,1076
uc003zsv.2,2948
uc003zsx.3,1871
uc003zsy.3,2289
uc003zsz.3,4853
uc003zta.3,3512
uc003ztb.1,3194
uc003ztd.1,30
uc003zte.1,30
uc003zth.4,3917
uc003zti.4,1145
uc003ztj.4,1017
uc003ztl.4,808
uc003ztm.3,4457
uc003ztn.1,2839
uc003zto.1,2508
uc003ztp.2,3765
uc003ztq.1,4284
uc003ztr.2,1980
uc003zts.3,1809
uc003ztt.2,3671
uc003ztu.2,36
uc003ztv.1,36
uc003ztx.3,2743
uc003zty.3,2866
uc003ztz.3,2536
uc003zua.4,6227
uc003zub.3,1075
uc003zuc.3,1004
uc003zud.3,962
uc003zue.4,4199
uc003zuf.1,558
uc003zug.1,712
uc003zuh.1,1170
uc003zui.1,2342
uc003zuj.3,3594
uc003zuk.3,3561
uc003zul.3,3558
uc003zum.3,2521
uc003zun.1,1078
uc003zuo.3,895
uc003zup.2,2052
uc003zuq.2,1941
uc003zur.2,1318
uc003zus.2,989
uc003zut.2,884
uc003zuu.3,1102
uc003zuv.3,898
uc003zuw.1,924
uc003zux.1,827
uc003zuz.3,1743
uc003zva.4,1550
uc003zvb.3,1656
uc003zvc.3,1563
uc003zvd.3,1609
uc003zve.4,1405
uc003zvf.4,1280
uc003zvi.4,3028
uc003zvk.4,1775
uc003zvm.1,446
uc003zvn.3,684
uc003zvo.4,895
uc003zvp.4,6130
uc003zvq.3,5814
uc003zvr.3,5847
uc003zvs.4,2591
uc003zvt.3,2446
uc003zvu.3,3258
uc003zvv.3,3183
uc003zvw.3,3391
uc003zvx.3,3286
uc003zvy.2,3859
uc003zwb.1,2631
uc003zwc.1,6655
uc003zwd.3,4070
uc003zwe.3,2917
uc003zwf.3,2465
uc003zwg.2,5472
uc003zwi.3,1277
uc003zwl.3,3042
uc003zwm.3,5773
uc003zwn.3,2585
uc003zwo.3,3028
uc003zwp.1,1890
uc003zwq.3,6370
uc003zwr.3,6427
uc003zwu.2,2863
uc003zwv.1,29
uc003zww.3,5322
uc003zwx.4,5636
uc003zwy.3,1008
uc003zxa.3,2516
uc003zxb.2,1548
uc003zxe.1,1236
uc003zxh.2,268
uc003zxj.3,1157
uc003zxl.3,4498
uc003zxm.1,3763
uc003zxn.1,470
uc003zxo.4,1554
uc003zxq.3,1182
uc003zxs.3,1327
uc003zxt.2,8434
uc003zxu.4,1971
uc003zxv.3,1851
uc003zxw.3,3611
uc003zxx.1,1669
uc003zxy.1,1519
uc003zyb.2,677
uc003zyd.3,3430
uc003zye.3,2009
uc003zyg.3,1701
uc003zyh.3,652
uc003zyj.2,3137
uc003zyk.3,2153
uc003zym.4,3448
uc003zyn.4,1238
uc003zyo.4,3732
uc003zyp.4,5245
uc003zyr.1,950
uc003zys.1,1546
uc003zyu.4,1734
uc003zyv.3,4412
uc003zyw.3,4548
uc003zyx.3,4595
uc003zyy.1,1301
uc003zyz.3,1883
uc003zza.3,2264
uc003zzb.4,1943
uc003zzc.3,1236
uc003zzd.3,1200
uc003zze.3,1146
uc003zzh.3,5089
uc003zzi.3,4939
uc003zzj.3,5256
uc003zzk.3,5106
uc003zzl.3,5204
uc003zzm.3,4987
uc003zzn.4,2486
uc003zzo.1,3650
uc003zzp.2,4375
uc003zzq.3,2685
uc003zzs.1,1219
uc003zzt.1,1233
uc003zzu.1,1235
uc003zzv.1,1936
uc003zzw.1,1895
uc003zzx.3,4649
uc003zzy.1,1854
uc003zzz.1,2228
uc004aaa.3,4793
uc004aab.3,4575
uc004aac.3,4654
uc004aad.3,3227
uc004aae.4,3241
uc004aaf.3,848
uc004aag.1,4916
uc004aah.1,5465
uc004aai.3,2293
uc004aaj.3,2405
uc004aak.3,2184
uc004aal.3,1841
uc004aam.3,1689
uc004aan.1,2096
uc004aao.3,7914
uc004aap.3,6878
uc004aaq.1,3723
uc004aar.1,3696
uc004aas.1,868
uc004aat.2,35
uc004aav.2,1404
uc004aaw.1,1418
uc004aax.3,6021
uc004aay.3,3070
uc004aaz.3,3559
uc004abb.1,2478
uc004abc.1,29
uc004abd.1,1713
uc004abe.2,30
uc004abf.1,3795
uc004abg.4,3738
uc004abh.4,1727
uc004abi.3,5229
uc004abj.3,4986
uc004abk.1,5337
uc004abm.3,4226
uc004abn.3,3371
uc004abo.4,4113
uc004abp.3,4226
uc004abq.1,30
uc004abr.1,2802
uc004abs.2,4025
uc004abt.4,4259
uc004abu.4,4226
uc004abv.1,1106
uc004abw.1,1022
uc004abx.3,3371
uc004aby.3,549
uc004aca.4,4707
uc004acc.5,1355
uc004acd.3,3964
uc004ace.3,39
uc004acf.1,40
uc004acg.3,4238
uc004ach.3,1543
uc004aci.2,4111
uc004acj.1,2249
uc004ack.3,1881
uc004acm.3,2970
uc004acn.3,3109
uc004acq.4,529
uc004acr.1,2251
uc004acs.2,4111
uc004act.3,1543
uc004acw.1,3964
uc004acy.4,985
uc004acz.2,2570
uc004ada.2,6380
uc004adb.3,2744
uc004add.2,32
uc004adg.2,523
uc004adh.4,703
uc004adi.4,1401
uc004adn.4,703
uc004adp.4,1355
uc004adr.1,3223
uc004adu.3,2640
uc004adv.2,1944
uc004adw.2,1860
uc004adx.4,4226
uc004ady.3,2640
uc004aea.1,32
uc004aec.3,2877
uc004aed.1,3120
uc004aee.1,840
uc004aef.3,1028
uc004aeg.5,1481
uc004aej.3,1242
uc004aem.1,614
uc004aen.1,771
uc004aeo.1,3180
uc004aep.1,1438
uc004aer.3,1402
uc004aes.1,2483
uc004aet.4,703
uc004aeu.3,3964
uc004aew.1,1596
uc004aex.3,1484
uc004afb.1,2045
uc004afc.3,2547
uc004aff.4,1972
uc004afh.2,1641
uc004afi.2,2725
uc004afj.4,1719
uc004afk.4,1923
uc004afl.3,592
uc004afn.3,3517
uc004afr.3,1541
uc004afu.3,1305
uc004afv.2,2029
uc004afw.3,2975
uc004afx.1,3109
uc004afy.4,1814
uc004afz.4,2253
uc004aga.4,1726
uc004agb.4,1582
uc004agc.4,2834
uc004agd.1,1106
uc004age.2,595
uc004agf.2,2904
uc004agh.3,595
uc004agi.4,1726
uc004agj.4,1930
uc004agl.4,1043
uc004agm.1,2218
uc004agp.3,532
uc004agr.3,3338
uc004ags.1,3865
uc004agt.3,1243
uc004agu.4,2941
uc004agv.4,3297
uc004agw.1,3646
uc004agx.1,2222
uc004agy.3,1591
uc004agz.2,7176
uc004aha.2,7168
uc004ahb.1,1269
uc004ahc.1,2554
uc004ahd.3,4720
uc004ahe.3,4725
uc004ahf.3,4284
uc004ahg.2,2423
uc004ahh.2,6584
uc004ahi.3,9890
uc004ahj.4,10051
uc004ahk.3,975
uc004ahl.3,851
uc004ahm.2,3618
uc004ahn.2,3614
uc004aho.1,1560
uc004ahp.1,1924
uc004ahq.1,1817
uc004ahr.2,5965
uc004ahs.1,2707
uc004aht.3,5208
uc004ahu.3,5601
uc004ahv.3,5481
uc004ahw.3,5998
uc004ahx.3,5959
uc004ahy.3,5968
uc004ahz.3,5929
uc004aia.3,5923
uc004aib.3,5893
uc004aic.3,4601
uc004aid.3,6271
uc004aie.3,2080
uc004aif.3,1362
uc004aig.3,1287
uc004aih.1,110
uc004aii.3,4451
uc004aik.2,2643
uc004ail.3,1613
uc004aim.1,3104
uc004ain.3,1315
uc004aio.3,1208
uc004aip.3,1497
uc004aiq.3,5456
uc004air.3,2075
uc004ais.3,1873
uc004ait.1,2359
uc004aiu.1,2078
uc004aiw.2,5728
uc004aix.2,5868
uc004aiy.2,5731
uc004aiz.1,3201
uc004aja.1,2903
uc004ajb.1,2866
uc004ajc.1,2662
uc004ajd.3,2369
uc004ajf.1,1399
uc004ajg.1,2207
uc004ajh.3,3604
uc004aji.3,3045
uc004ajj.1,5151
uc004ajk.1,8271
uc004ajl.1,8425
uc004ajn.1,1157
uc004ajo.4,2325
uc004ajp.3,1811
uc004ajq.3,2193
uc004ajr.4,1193
uc004ajs.4,1450
uc004ajt.4,1121
uc004ajv.4,1313
uc004ajx.4,1219
uc004ajy.2,2871
uc004ajz.3,3358
uc004aka.3,3254
uc004akb.3,815
uc004akc.2,9538
uc004akd.2,2707
uc004akf.4,5478
uc004akh.4,5607
uc004akj.4,4951
uc004akm.2,3900
uc004akn.3,1248
uc004ako.1,1299
uc004akp.4,10176
uc004akq.4,10055
uc004akr.3,11262
uc004aks.3,11145
uc004akt.3,3067
uc004aku.3,2491
uc004akv.2,3172
uc004akw.3,2196
uc004akx.2,2335
uc004aky.4,2750
uc004akz.1,1744
uc004ala.3,2188
uc004alb.3,2050
uc004alc.3,4747
uc004ald.3,4843
uc004ale.3,4880
uc004alf.3,3779
uc004alg.3,42
uc004alh.1,31
uc004ali.3,32
uc004alj.1,104
uc004alk.2,35
uc004all.2,33
uc004alm.2,31
uc004aln.1,37
uc004alo.3,64
uc004alp.2,69
uc004alq.2,50
uc004alr.2,55
uc004als.1,40
uc004alt.1,38
uc004alu.1,35
uc004alv.2,68
uc004alw.2,35
uc004alx.1,39
uc004aly.3,3269
uc004alz.3,3299
uc004ama.1,5149
uc004amd.3,1448
uc004ame.3,28
uc004amf.1,35
uc004amg.3,38
uc004amh.2,4923
uc004ami.1,2208
uc004amj.1,31
uc004amk.1,35
uc004aml.3,38
uc004amm.1,31
uc004amn.3,4833
uc004amo.2,5576
uc004amp.1,1716
uc004amq.1,964
uc004amr.1,2085
uc004ams.2,5290
uc004amt.2,1623
uc004amu.3,1037
uc004amv.3,4168
uc004amw.3,4084
uc004amx.3,1014
uc004amy.3,1873
uc004amz.3,1720
uc004ana.4,4689
uc004anb.3,2473
uc004anc.3,2069
uc004and.4,3611
uc004anf.4,2943
uc004ang.4,2883
uc004anh.4,2871
uc004anl.4,2978
uc004anm.4,2918
uc004ano.1,110
uc004anp.4,3316
uc004anq.4,3494
uc004anr.4,3570
uc004ans.4,3218
uc004ant.3,2009
uc004anu.2,4536
uc004anv.1,7460
uc004any.1,5808
uc004anz.1,5608
uc004aoa.1,5560
uc004aob.1,7142
uc004aoc.3,6406
uc004aod.4,3466
uc004aog.2,1764
uc004aoi.4,2657
uc004aoj.4,2574
uc004aok.1,1797
uc004aol.3,3086
uc004aom.3,3078
uc004aon.4,1924
uc004aop.3,2002
uc004aoq.3,5680
uc004aor.3,5801
uc004aos.3,5764
uc004aot.3,4972
uc004aou.3,5570
uc004aov.3,1795
uc004aow.3,1672
uc004aox.4,2828
uc004aoy.3,4388
uc004apa.1,3409
uc004apb.2,1692
uc004apc.3,5701
uc004apd.3,5938
uc004ape.3,2394
uc004apf.1,4225
uc004apg.2,1365
uc004aph.3,1714
uc004api.3,1569
uc004apk.4,1565
uc004apl.4,1624
uc004apm.1,657
uc004apn.1,197
uc004apo.1,2263
uc004app.4,4447
uc004apq.4,4476
uc004apr.3,2393
uc004aps.3,2330
uc004apt.3,2369
uc004apu.3,2206
uc004apw.1,28
uc004apx.1,30
uc004apy.3,4534
uc004apz.3,4924
uc004aqa.3,1461
uc004aqc.2,4839
uc004aqd.3,4896
uc004aqe.4,4388
uc004aqf.2,9768
uc004aqh.3,613
uc004aqi.1,1054
uc004aqj.1,3467
uc004aqk.1,3346
uc004aql.2,2647
uc004aqm.2,4343
uc004aqo.1,4628
uc004aqp.1,4420
uc004aqq.3,1065
uc004aqs.2,2194
uc004aqt.3,2020
uc004aqv.3,29
uc004aqw.3,42
uc004aqx.1,4107
uc004aqz.3,5073
uc004ara.3,5004
uc004arb.3,4921
uc004arc.3,5066
uc004ard.1,5249
uc004are.1,2745
uc004arf.4,1588
uc004arg.4,1501
uc004arh.3,2085
uc004ari.1,2993
uc004arj.2,4097
uc004ark.3,1645
uc004arl.1,2780
uc004arm.1,3526
uc004arn.1,968
uc004aro.1,2012
uc004arp.1,2000
uc004arq.1,1184
uc004arr.1,3740
uc004ars.2,4228
uc004art.2,4711
uc004aru.4,4541
uc004arx.3,706
uc004arz.3,3413
uc004asa.3,2785
uc004asb.3,3067
uc004asd.4,2542
uc004ase.2,2524
uc004asf.4,2655
uc004asg.3,3224
uc004asi.3,1483
uc004asj.3,2561
uc004ask.1,4048
uc004asl.1,4401
uc004asm.3,2486
uc004asn.1,2502
uc004aso.1,4625
uc004asp.1,6416
uc004asr.4,2147
uc004ass.2,2307
uc004asu.2,3935
uc004asv.2,3890
uc004asw.2,3453
uc004asx.2,3432
uc004asz.2,3353
uc004ata.3,1237
uc004atb.3,1190
uc004atc.3,1304
uc004atd.3,906
uc004atf.3,917
uc004atg.4,1281
uc004ati.1,6894
uc004atj.3,6834
uc004atk.3,6792
uc004atl.1,2079
uc004atn.4,1899
uc004atp.4,1850
uc004atq.4,1729
uc004ats.4,1958
uc004att.4,1837
uc004atu.4,2765
uc004atv.3,3585
uc004atw.3,4957
uc004atx.3,1695
uc004aty.3,4455
uc004atz.3,3896
uc004aua.1,1867
uc004aub.3,5349
uc004auc.3,1662
uc004aud.3,1323
uc004auf.2,4517
uc004aug.2,4502
uc004auh.2,4435
uc004aui.3,80
uc004auj.3,87
uc004auk.4,1349
uc004aul.2,87
uc004aum.1,3556
uc004aun.3,1683
uc004auo.3,2716
uc004aup.1,2561
uc004auq.1,2162
uc004aur.3,3298
uc004aus.1,1164
uc004aut.1,1212
uc004auv.3,1304
uc004auw.4,1590
uc004aux.2,3838
uc004auy.3,2922
uc004auz.1,2271
uc004ava.3,3136
uc004avb.2,2398
uc004avf.3,1946
uc004avg.4,881
uc004avh.3,4592
uc004avi.4,2711
uc004avj.3,2187
uc004avk.4,7943
uc004avl.4,7644
uc004avm.4,7897
uc004avo.2,1162
uc004avp.4,8014
uc004avr.2,3215
uc004avs.2,1270
uc004avt.4,4647
uc004avu.3,2946
uc004avx.4,1721
uc004avy.4,2422
uc004avz.3,1790
uc004awa.1,1134
uc004awc.3,1626
uc004awf.3,3702
uc004awg.3,1806
uc004awi.3,5131
uc004awj.3,5589
uc004awk.3,5472
uc004awl.3,5733
uc004awm.3,1225
uc004awn.1,5154
uc004awo.1,5616
uc004awp.1,3313
uc004awq.2,4194
uc004aws.3,786
uc004awt.3,4527
uc004awu.3,4806
uc004awv.3,2262
uc004aww.1,2606
uc004awy.3,30
uc004axb.2,1370
uc004axc.1,652
uc004axd.2,1387
uc004axe.2,6348
uc004axf.3,2781
uc004axg.2,5635
uc004axh.2,3629
uc004axj.3,3762
uc004axk.2,3338
uc004axl.2,3261
uc004axn.3,4428
uc004axo.3,4520
uc004axp.1,3566
uc004axq.3,5380
uc004axr.4,1469
uc004axs.4,1700
uc004axt.1,1839
uc004axu.3,3461
uc004axv.1,1646
uc004axw.1,3752
uc004axy.4,2305
uc004axz.4,2251
uc004aya.3,1616
uc004ayc.3,1240
uc004ayd.2,1776
uc004aye.1,1506
uc004ayg.1,1487
uc004ayh.1,4462
uc004ayk.3,4659
uc004ayl.3,5643
uc004aym.3,5493
uc004ayn.2,1708
uc004ayp.4,2129
uc004ayq.3,3317
uc004ayr.3,3208
uc004ays.3,5788
uc004ayt.3,6528
uc004ayu.3,7147
uc004ayv.2,2300
uc004ayx.2,2973
uc004ayy.2,3999
uc004ayz.3,2735
uc004azb.2,5422
uc004azc.3,6474
uc004azd.3,6243
uc004aze.3,6486
uc004azf.3,2830
uc004azg.3,2989
uc004azh.3,562
uc004azi.1,506
uc004azj.1,506
uc004azk.1,548
uc004azl.1,597
uc004azm.2,2233
uc004azn.2,1681
uc004azo.1,417
uc004azp.1,466
uc004azq.1,766
uc004azr.1,818
uc004azs.1,640
uc004azt.1,867
uc004azu.1,410
uc004azv.1,476
uc004azw.3,267
uc004azx.1,361
uc004azy.1,918
uc004azz.1,869
uc004baa.2,1434
uc004bab.1,449
uc004bac.1,1693
uc004bad.1,1544
uc004bae.3,2588
uc004baf.1,5634
uc004baj.4,552
uc004bak.3,2301
uc004bal.4,6908
uc004bam.3,4860
uc004bao.2,3379
uc004bap.2,3889
uc004baq.2,3652
uc004bar.2,3977
uc004bas.3,3121
uc004bau.3,1958
uc004bav.1,2350
uc004baw.3,1810
uc004bax.3,2739
uc004bay.2,2434
uc004baz.2,2486
uc004bba.3,2625
uc004bbb.3,2455
uc004bbc.3,2322
uc004bbd.4,3478
uc004bbe.2,1021
uc004bbg.2,3289
uc004bbh.2,3195
uc004bbi.2,3153
uc004bbk.2,2426
uc004bbl.1,1691
uc004bbm.3,2089
uc004bbn.3,3940
uc004bbo.2,4578
uc004bbp.2,7771
uc004bbq.1,5677
uc004bbr.3,3387
uc004bbs.2,2171
uc004bbt.3,3733
uc004bbu.1,2604
uc004bbv.3,5986
uc004bbw.3,5977
uc004bbx.3,6048
uc004bby.3,3296
uc004bcb.1,1044
uc004bch.1,1633
uc004bci.3,1752
uc004bcj.1,4852
uc004bck.4,3413
uc004bcl.3,10502
uc004bcm.3,1030
uc004bcn.3,4540
uc004bco.1,2407
uc004bcp.3,662
uc004bcq.2,4305
uc004bcr.3,7456
uc004bcs.3,7364
uc004bct.3,648
uc004bcu.2,3543
uc004bcw.3,1007
uc004bcx.3,1313
uc004bcy.1,2054
uc004bcz.3,8295
uc004bda.3,7966
uc004bdb.1,1293
uc004bdc.1,2277
uc004bde.3,4162
uc004bdf.2,2393
uc004bdg.3,2933
uc004bdh.3,3035
uc004bdi.3,1407
uc004bdj.1,1433
uc004bdk.3,3674
uc004bdl.3,5533
uc004bdm.4,6114
uc004bdn.3,1911
uc004bdo.1,2445
uc004bdp.1,2482
uc004bds.4,7470
uc004bdt.4,7997
uc004bdu.1,70
uc004bdv.3,1686
uc004bdw.1,1189
uc004bdx.1,1208
uc004bdy.2,1012
uc004bdz.1,5578
uc004bea.3,3782
uc004beb.2,8765
uc004bec.2,8630
uc004bed.2,6716
uc004bee.4,4991
uc004beg.3,9265
uc004beh.4,9479
uc004bei.2,3883
uc004bej.4,7518
uc004bek.4,7479
uc004bel.1,2972
uc004bem.3,6963
uc004ben.3,6526
uc004bep.2,868
uc004beq.2,808
uc004bes.3,492
uc004beu.2,3257
uc004bev.3,2219
uc004bez.2,2487
uc004bfa.3,2997
uc004bfb.3,3168
uc004bfc.3,3090
uc004bfe.1,7391
uc004bff.2,3721
uc004bfg.2,2425
uc004bfh.2,1247
uc004bfi.3,1407
uc004bfj.3,2551
uc004bfl.3,2268
uc004bfm.3,2506
uc004bfn.3,1499
uc004bfp.3,1255
uc004bfq.3,4612
uc004bfr.3,4619
uc004bfs.1,1908
uc004bft.3,1631
uc004bfu.3,2996
uc004bfv.3,7996
uc004bfw.3,7982
uc004bfx.3,7991
uc004bfy.3,7787
uc004bfz.3,4347
uc004bga.2,3373
uc004bgb.2,3104
uc004bgc.2,3154
uc004bgd.3,1237
uc004bge.1,402
uc004bgf.1,2683
uc004bgg.3,1519
uc004bgi.4,6702
uc004bgj.4,7606
uc004bgk.3,2502
uc004bgm.1,2752
uc004bgn.5,5806
uc004bgo.3,5802
uc004bgq.3,1774
uc004bgr.2,2580
uc004bgs.2,4371
uc004bgt.2,2893
uc004bgu.3,4778
uc004bgv.4,1296
uc004bgw.2,870
uc004bgx.3,2924
uc004bgy.3,2921
uc004bgz.3,1210
uc004bha.3,2191
uc004bhb.3,2215
uc004bhc.3,2504
uc004bhd.3,2374
uc004bhe.3,2507
uc004bhf.3,2475
uc004bhg.4,2348
uc004bhi.1,1721
uc004bhk.3,1452
uc004bhl.4,3349
uc004bhn.2,2265
uc004bho.4,1995
uc004bhp.3,2045
uc004bhq.4,4598
uc004bhr.4,2576
uc004bhs.4,4260
uc004bht.4,3694
uc004bhu.3,2092
uc004bhv.4,2792
uc004bhw.4,1714
uc004bhy.1,3999
uc004bhz.4,4164
uc004bia.4,1726
uc004bib.1,3372
uc004bic.3,9113
uc004bid.3,9392
