geneId,id,start_position,end_position,length
ENSG00000239881,35468,120369440,120371688,2249
ENSG00000239883,35469,45854093,45972154,118062
ENSG00000239884,35470,2680958,2681236,279
ENSG00000239886,35471,41226648,41227652,1005
ENSG00000239887,35472,162366908,162386818,19911
ENSG00000239888,35473,15408384,15408688,305
ENSG00000239893,35474,8068896,8070723,1828
ENSG00000239899,35475,11584773,11585047,275
ENSG00000239900,35476,40346500,40390463,43964
ENSG00000239906,35477,139790,140339,550
ENSG00000239908,35478,100102559,100102839,281
ENSG00000239910,35479,74174456,74174753,298
ENSG00000239911,35480,151877042,151879223,2182
ENSG00000239912,35481,53413190,53413345,156
ENSG00000239917,35482,117523271,117524061,791
ENSG00000239919,35483,129477875,129478101,227
ENSG00000239920,35484,5572322,5624896,52575
ENSG00000239921,35485,127480690,127537780,57091
ENSG00000239922,35486,147940004,148006755,66752
ENSG00000239923,35487,14223041,14223325,285
ENSG00000239924,35488,63115880,63116338,459
ENSG00000239926,35489,64174401,64175147,747
ENSG00000239930,35490,42496539,42497443,905
ENSG00000239932,35491,60696313,60696605,293
ENSG00000239939,35492,108407843,108408578,736
ENSG00000239941,35493,152118173,152151724,33552
ENSG00000239942,35494,67825310,67825600,291
ENSG00000239944,35495,142386378,142386647,270
ENSG00000239945,35496,89551,91105,1555
ENSG00000239946,35497,114873114,114876514,3401
ENSG00000239948,35498,43660500,43660776,277
ENSG00000239951,35499,89142574,89143160,587
ENSG00000239953,35500,37361185,37361483,299
ENSG00000239958,35501,62262387,62262671,285
ENSG00000239959,35502,75446769,75491202,44434
ENSG00000239961,35503,54333185,54339150,5966
ENSG00000239964,35504,36522191,36522501,311
ENSG00000239967,35505,144077721,144077825,105
ENSG00000239969,35506,102364162,102380633,16472
ENSG00000239975,35507,89913982,89916052,2071
ENSG00000239978,35508,125734295,125735198,904
ENSG00000239981,35509,144118461,144119360,900
ENSG00000239983,35510,33968174,33968526,353
ENSG00000239984,35511,115606471,115606768,298
ENSG00000239985,35512,65038372,65038565,194
ENSG00000239986,35513,42196333,42196662,330
ENSG00000239988,35514,32963499,32963865,367
ENSG00000239989,35515,18794414,18794804,391
ENSG00000239991,35516,55166910,55175732,8823
ENSG00000239992,35517,142681415,142681869,455
ENSG00000239994,35518,119744139,119750350,6212
ENSG00000239995,35519,48632856,48633353,498
ENSG00000239997,35520,106848671,106849260,590
ENSG00000239998,35521,54572920,54590287,17368
ENSG00000240002,35522,114930541,114931449,909
ENSG00000240003,35523,80500332,80501400,1069
ENSG00000240005,35524,26859806,26860599,794
ENSG00000240006,35525,134313576,134321171,7596
ENSG00000240012,35526,143342246,143347071,4826
ENSG00000240014,35527,147808926,147809209,284
ENSG00000240015,35528,38123274,38124651,1378
ENSG00000240021,35529,178513077,178548602,35526
ENSG00000240023,35530,35388121,35389069,949
ENSG00000240024,35531,183447608,183456013,8406
ENSG00000240027,35532,63760358,63760612,255
ENSG00000240031,35533,141862860,141863737,878
ENSG00000240032,35534,146066344,146069185,2842
ENSG00000240033,35535,166835021,166844956,9936
ENSG00000240034,35536,106900593,106900855,263
ENSG00000240036,35537,27581680,27582055,376
ENSG00000240038,35538,103553815,103579534,25720
ENSG00000240040,35539,88811186,88861563,50378
ENSG00000240041,35540,105864215,105864260,46
ENSG00000240043,35541,70444674,70444912,239
ENSG00000240045,35542,155290229,155293775,3547
ENSG00000240047,35543,74055882,74056647,766
ENSG00000240048,35544,154352136,154354799,2664
ENSG00000240050,35545,116280199,116370273,90075
ENSG00000240051,35546,96456576,96457041,466
ENSG00000240052,35547,53413504,53414260,757
ENSG00000240053,35548,31670167,31673776,3610
ENSG00000240056,35549,134941392,134942450,1059
ENSG00000240057,35550,113019532,113183301,163770
ENSG00000240058,35551,122675795,122676755,961
ENSG00000240063,35552,182783236,182793394,10159
ENSG00000240065,35553,32844136,32859585,15450
ENSG00000240068,35554,154023835,154024298,464
ENSG00000240069,35555,109984058,109984988,931
ENSG00000240074,35556,29855759,29856332,574
ENSG00000240083,35557,88381957,88382725,769
ENSG00000240084,35558,166160414,166160704,291
ENSG00000240086,35559,135356067,135439888,83822
ENSG00000240087,35560,68552995,68553882,888
ENSG00000240089,35561,86992253,87000435,8183
ENSG00000240093,35562,182935,194180,11246
ENSG00000240095,35563,145961755,145963623,1869
ENSG00000240096,35564,93223598,93224139,542
ENSG00000240097,35565,60616822,60618079,1258
ENSG00000240098,35566,126245035,126245282,248
ENSG00000240100,35567,116908312,116908627,316
ENSG00000240103,35568,22527324,22529570,2247
ENSG00000240106,35569,16539688,16539984,297
ENSG00000240107,35570,103538635,103540487,1853
ENSG00000240108,35571,26103416,26114028,10613
ENSG00000240116,35572,22977877,22978127,251
ENSG00000240121,35573,129537869,129538114,246
ENSG00000240122,35574,16595089,16595485,397
ENSG00000240125,35575,40439467,40439917,451
ENSG00000240128,35576,169902980,169904260,1281
ENSG00000240131,35577,23229961,23230116,156
ENSG00000240132,35578,151501878,151503463,1586
ENSG00000240135,35579,72876737,72878102,1366
ENSG00000240137,35580,150703564,150720146,16583
ENSG00000240138,35581,161324913,161326219,1307
ENSG00000240143,35582,129794994,129796963,1970
ENSG00000240151,35583,117163968,117164255,288
ENSG00000240152,35584,61143656,61153962,10307
ENSG00000240156,35585,70751123,70751350,228
ENSG00000240159,35586,184254509,184255330,822
ENSG00000240160,35587,23261782,23262071,290
ENSG00000240163,35588,60390371,60390682,312
ENSG00000240167,35589,42471810,42472380,571
ENSG00000240173,35590,140645829,140646126,298
ENSG00000240174,35591,84639993,84640565,573
ENSG00000240175,35592,65893816,65925297,31482
ENSG00000240179,35593,28489910,28490362,453
ENSG00000240180,35594,5861805,5862594,790
ENSG00000240183,35595,111930175,111930467,293
ENSG00000240184,35596,141475947,141512979,37033
ENSG00000240186,35597,31059989,31060285,297
ENSG00000240189,35598,33580210,33580508,299
ENSG00000240194,35599,110480752,110491277,10526
ENSG00000240197,35600,54294049,54294366,318
ENSG00000240198,35601,56940040,56960854,20815
ENSG00000240199,35602,75698531,75698816,286
ENSG00000240201,35603,30055210,30055954,745
ENSG00000240202,35604,93556913,93557206,294
ENSG00000240203,35605,42676189,42676491,303
ENSG00000240204,35606,129502479,129512932,10454
ENSG00000240205,35607,115717725,115718013,289
ENSG00000240207,35608,158732263,158784070,51808
ENSG00000240210,35609,68338728,68339528,801
ENSG00000240211,35610,100436204,100438504,2301
ENSG00000240215,35611,33662166,33662663,498
ENSG00000240216,35612,149229356,149291800,62445
ENSG00000240219,35613,204626775,204629712,2938
ENSG00000240224,35614,233712992,233773299,60308
ENSG00000240225,35615,56368099,56379828,11730
ENSG00000240230,35616,898778,975599,76822
ENSG00000240231,35617,23597341,23597592,252
ENSG00000240233,35618,77547566,77547846,281
ENSG00000240235,35619,99185587,99185866,280
ENSG00000240236,35620,122317609,122318741,1133
ENSG00000240237,35621,133002605,133003075,471
ENSG00000240238,35622,59552615,59553093,479
ENSG00000240240,35623,40264971,40329221,64251
ENSG00000240241,35624,78266940,78294731,27792
ENSG00000240244,35625,119596167,119597179,1013
ENSG00000240246,35626,149433044,149433274,231
ENSG00000240247,35627,6996766,6999195,2430
ENSG00000240250,35628,134517810,134518092,283
ENSG00000240253,35629,130690133,130718831,28699
ENSG00000240254,35630,119226486,119290666,64181
ENSG00000240255,35631,87630301,87631619,1319
ENSG00000240265,35632,69535664,69536693,1030
ENSG00000240268,35633,142240740,142247067,6328
ENSG00000240270,35634,80976454,80976948,495
ENSG00000240271,35635,105011107,105011568,462
ENSG00000240280,35636,63849292,63864379,15088
ENSG00000240281,35637,41895068,41895599,532
ENSG00000240286,35638,209178804,209182018,3215
ENSG00000240288,35639,10285754,10293449,7696
ENSG00000240291,35640,18513115,18545651,32537
ENSG00000240294,35641,24908522,24908812,291
ENSG00000240296,35642,54268005,54269045,1041
ENSG00000240298,35643,25588475,25588795,321
ENSG00000240299,35644,121494519,121494821,303
ENSG00000240302,35645,199901081,199901377,297
ENSG00000240303,35646,132558138,132660723,102586
ENSG00000240305,35647,44719760,44720597,838
ENSG00000240306,35648,26895678,26895970,293
ENSG00000240309,35649,89588714,89590097,1384
ENSG00000240311,35650,3496201,3496768,568
ENSG00000240317,35651,219102434,219102719,286
ENSG00000240320,35652,39697904,39698073,170
ENSG00000240322,35653,143298516,143298814,299
ENSG00000240327,35654,113976341,113976633,293
ENSG00000240328,35655,19508904,19509245,342
ENSG00000240338,35656,75226074,75228197,2124
ENSG00000240342,35657,118246084,118246962,879
ENSG00000240344,35658,200870907,200889303,18397
ENSG00000240347,35659,80318253,80318544,292
ENSG00000240350,35660,111491273,111570974,79702
ENSG00000240354,35661,161816909,161821908,5000
ENSG00000240355,35662,46476457,46477940,1484
ENSG00000240356,35663,113610502,113627090,16589
ENSG00000240359,35664,63203218,63203448,231
ENSG00000240361,35665,57598,64116,6519
ENSG00000240364,35666,3377916,3378247,332
ENSG00000240366,35667,75186651,75186968,318
ENSG00000240370,35668,6873389,6884741,11353
ENSG00000240371,35669,57576292,57577080,789
ENSG00000240373,35670,169978536,169985715,7180
ENSG00000240374,35671,35292196,35292498,303
ENSG00000240375,35672,113919222,113920200,979
ENSG00000240376,35673,33162179,33162807,629
ENSG00000240382,35674,89117342,89117844,503
ENSG00000240385,35675,4018948,4019118,171
ENSG00000240386,35676,152776372,152776728,357
ENSG00000240388,35677,91354478,91354934,457
ENSG00000240392,35678,35262462,35263036,575
ENSG00000240393,35679,117674342,117675144,803
ENSG00000240395,35680,42341767,42342634,868
ENSG00000240399,35681,48054813,48055591,779
ENSG00000240401,35682,55282350,55346049,63700
ENSG00000240403,35683,54850443,54867207,16765
ENSG00000240404,35684,81612790,81613075,286
ENSG00000240405,35685,69999550,70518064,518515
ENSG00000240409,35686,633535,633741,207
ENSG00000240411,35687,82777797,82778586,790
ENSG00000240412,35688,58822503,58823714,1212
ENSG00000240416,35689,129117513,129117827,315
ENSG00000240418,35690,16412684,16413576,893
ENSG00000240419,35691,7126293,7126639,347
ENSG00000240423,35692,107883248,107928907,45660
ENSG00000240424,35693,12568201,12568776,576
ENSG00000240426,35694,76401251,76401569,319
ENSG00000240427,35695,81627269,81627617,349
ENSG00000240429,35696,179259028,179261273,2246
ENSG00000240432,35697,30425265,30425968,704
ENSG00000240435,35698,68209442,68209778,337
ENSG00000240436,35699,62575951,62576271,321
ENSG00000240438,35700,18582063,18629077,47015
ENSG00000240439,35701,25060649,25060939,291
ENSG00000240440,35702,207235299,207237875,2577
ENSG00000240441,35703,107719599,107720133,535
ENSG00000240443,35704,48487946,48488408,463
ENSG00000240445,35705,18670946,18672873,1928
ENSG00000240449,35706,150363777,150372590,8814
ENSG00000240450,35707,25482908,25486705,3798
ENSG00000240452,35708,120722024,120722311,288
ENSG00000240454,35709,13685499,13685656,158
ENSG00000240457,35710,102077180,102077472,293
ENSG00000240458,35711,166721458,166721610,153
ENSG00000240459,35712,112116510,112116903,394
ENSG00000240463,35713,34568689,34569129,441
ENSG00000240470,35714,90166233,90166526,294
ENSG00000240471,35715,119791829,119792553,725
ENSG00000240474,35716,38872770,38873074,305
ENSG00000240476,35717,98981058,98983096,2039
ENSG00000240477,35718,150050729,150051456,728
ENSG00000240478,35719,182121884,182142137,20254
ENSG00000240480,35720,7754320,7754976,657
ENSG00000240481,35721,24706788,24707083,296
ENSG00000240484,35722,92719393,92719740,348
ENSG00000240486,35723,5476548,5476966,419
ENSG00000240487,35724,114231398,114233021,1624
ENSG00000240489,35725,155987304,155988176,873
ENSG00000240490,35726,19424384,19424671,288
ENSG00000240494,35727,28655557,28655983,427
ENSG00000240497,35728,171468084,171469633,1550
ENSG00000240498,35729,21994778,22121097,126320
ENSG00000240499,35730,122328469,122440388,111920
ENSG00000240502,35731,230894141,230894427,287
ENSG00000240505,35732,16929816,16972118,42303
ENSG00000240509,35733,93957338,93957691,354
ENSG00000240511,35734,149099499,149099815,317
ENSG00000240513,35735,30819714,30819914,201
ENSG00000240518,35736,140609085,140609400,316
ENSG00000240519,35737,26771790,26772140,351
ENSG00000240520,35738,84363706,84397831,34126
ENSG00000240521,35739,148850933,148960112,109180
ENSG00000240522,35740,21149648,21150438,791
ENSG00000240524,35741,NA,NA,NA
ENSG00000240527,35742,95833508,95873758,40251
ENSG00000240531,35743,29716279,29716685,407
ENSG00000240533,35744,6095699,6095970,272
ENSG00000240534,35745,52313154,52313500,347
ENSG00000240535,35746,55021299,55042844,21546
ENSG00000240540,35747,79571153,79572335,1183
ENSG00000240541,35748,149377778,149386583,8806
ENSG00000240542,35749,41189887,41190639,753
ENSG00000240545,35750,56794348,56794642,295
ENSG00000240549,35751,63860645,63861819,1175
ENSG00000240553,35752,23020147,23088058,67912
ENSG00000240554,35753,29725764,29726565,802
ENSG00000240562,35754,127489553,127490787,1235
ENSG00000240563,35755,62194831,62212328,17498
ENSG00000240566,35756,24650808,24651534,727
ENSG00000240567,35757,161426427,161448242,21816
ENSG00000240568,35758,68192398,68192580,183
ENSG00000240571,35759,130173718,130205361,31644
ENSG00000240572,35760,99326377,99326552,176
ENSG00000240573,35761,78087404,78092270,4867
ENSG00000240577,35762,5631463,5631755,293
ENSG00000240578,35763,142641746,142642196,451
ENSG00000240579,35764,127857852,127858488,637
ENSG00000240583,35765,30911694,30925516,13823
ENSG00000240584,35766,7633562,7633851,290
ENSG00000240589,35767,44409059,44409358,300
ENSG00000240590,35768,110105076,110105964,889
ENSG00000240591,35769,31454251,31464204,9954
ENSG00000240596,35770,156215560,156227883,12324
ENSG00000240601,35771,154676588,154677119,532
ENSG00000240602,35772,151770428,151784894,14467
ENSG00000240606,35773,122745280,122745529,250
ENSG00000240611,35774,133172218,133173053,836
ENSG00000240613,35775,15525782,15526081,300
ENSG00000240616,35776,12894133,12894880,748
ENSG00000240621,35777,144176740,144177142,403
ENSG00000240622,35778,124151960,124153063,1104
ENSG00000240624,35779,103282933,103283468,536
ENSG00000240625,35780,43036196,43036500,305
ENSG00000240626,35781,33927364,33927625,262
ENSG00000240627,35782,51275253,51275734,482
ENSG00000240631,35783,106910757,106911109,353
ENSG00000240632,35784,81913437,81919926,6490
ENSG00000240634,35785,28813980,28814673,694
ENSG00000240637,35786,114799331,114799629,299
ENSG00000240639,35787,43222206,43222509,304
ENSG00000240641,35788,51975673,51975959,287
ENSG00000240647,35789,31981147,31981427,281
ENSG00000240651,35790,63241590,63248321,6732
ENSG00000240652,35791,107908420,107908764,345
ENSG00000240654,35792,24307166,24322535,15370
ENSG00000240661,35793,120349449,120423826,74378
ENSG00000240663,35794,50206998,50207278,281
ENSG00000240665,35795,75395188,75395320,133
ENSG00000240666,35796,155158370,155183285,24916
ENSG00000240667,35797,152018662,152022508,3847
ENSG00000240668,35798,138101478,138102917,1440
ENSG00000240669,35799,152613875,152614333,459
ENSG00000240671,35800,88992409,88992931,523
ENSG00000240673,35801,20079818,20080539,722
ENSG00000240674,35802,165012366,165012845,480
ENSG00000240677,35803,141811805,141812257,453
ENSG00000240680,35804,130823205,130823511,307
ENSG00000240682,35805,129127415,129161293,33879
ENSG00000240687,35806,9638772,9649439,10668
ENSG00000240692,35807,69879592,69879895,304
ENSG00000240694,35808,26504686,26514092,9407
ENSG00000240695,35809,136736500,136737229,730
ENSG00000240698,35810,108690289,108690956,668
ENSG00000240704,35811,170952850,170953897,1048
ENSG00000240707,35812,132965534,132976354,10821
ENSG00000240708,35813,55296200,55300738,4539
ENSG00000240710,35814,204603035,204616565,13531
ENSG00000240713,35815,22601485,22601707,223
ENSG00000240718,35816,6047721,6048023,303
ENSG00000240720,35817,92112159,92179531,67373
ENSG00000240721,35818,87944885,87950819,5935
ENSG00000240723,35819,139100377,139100658,282
ENSG00000240724,35820,102503753,102504137,385
ENSG00000240729,35821,177264766,177265241,476
ENSG00000240731,35822,1317581,1318689,1109
ENSG00000240733,35823,36450912,36451201,290
ENSG00000240738,35824,33859480,33860223,744
ENSG00000240739,35825,7994770,7995084,315
ENSG00000240747,35826,42809483,42942792,133310
ENSG00000240750,35827,28031884,28032180,297
ENSG00000240751,35828,113360267,113361319,1053
ENSG00000240752,35829,78758974,78759374,401
ENSG00000240755,35830,14143581,14144158,578
ENSG00000240758,35831,128455937,128469197,13261
ENSG00000240759,35832,42678873,42679124,252
ENSG00000240760,35833,55352721,55353088,368
ENSG00000240761,35834,202773720,202774360,641
ENSG00000240764,35835,141489121,141512979,23859
ENSG00000240766,35836,111676736,111677433,698
ENSG00000240767,35837,46169458,46169748,291
ENSG00000240770,35838,17763315,17792523,29209
ENSG00000240771,35839,57610180,57619379,9200
ENSG00000240772,35840,167400495,167400762,268
ENSG00000240774,35841,120484171,120484527,357
ENSG00000240775,35842,122840343,122840690,348
ENSG00000240776,35843,113850237,113850731,495
ENSG00000240777,35844,55610603,55613104,2502
ENSG00000240785,35845,18049232,18049872,641
ENSG00000240787,35846,111570638,111571054,417
ENSG00000240790,35847,127644685,127652012,7328
ENSG00000240791,35848,92110575,92110868,294
ENSG00000240792,35849,163475067,163479365,4299
ENSG00000240793,35850,48334471,48334854,384
ENSG00000240796,35851,106902173,106902523,351
ENSG00000240800,35852,NA,NA,NA
ENSG00000240801,35853,2129121,2129964,844
ENSG00000240803,35854,14213052,14213323,272
ENSG00000240804,35855,147590996,147591835,840
ENSG00000240808,35856,17137976,17138265,290
ENSG00000240809,35857,76434018,76435428,1411
ENSG00000240813,35858,10745553,10746543,991
ENSG00000240821,35859,66379337,66379915,579
ENSG00000240823,35860,61444149,61444423,275
ENSG00000240824,35861,166160777,166161119,343
ENSG00000240827,35862,98620065,98620618,554
ENSG00000240828,35863,43079302,43079780,479
ENSG00000240837,35864,70610086,70610379,294
ENSG00000240842,35865,69564106,69571122,7017
ENSG00000240846,35866,1307401,1307719,319
ENSG00000240847,35867,41191965,41192265,301
ENSG00000240849,35868,50118254,50153734,35481
ENSG00000240853,35869,131725168,131725467,300
ENSG00000240854,35870,132175402,132176711,1310
ENSG00000240857,35871,18554723,18560680,5958
ENSG00000240859,35872,149597,155465,5869
ENSG00000240861,35873,74552251,74552746,496
ENSG00000240863,35874,58199568,58199836,269
ENSG00000240864,35875,89099859,89100361,503
ENSG00000240868,35876,24315725,24321598,5874
ENSG00000240869,35877,20421583,20421887,305
ENSG00000240870,35878,98782055,98782628,574
ENSG00000240871,35879,41084150,41085141,992
ENSG00000240873,35880,28116239,28116406,168
ENSG00000240874,35881,57555951,57556379,429
ENSG00000240875,35882,156747346,156817062,69717
ENSG00000240877,35883,149125690,149125986,297
ENSG00000240881,35884,23520322,23521202,881
ENSG00000240882,35885,120306726,120307952,1227
ENSG00000240888,35886,143313067,143314429,1363
ENSG00000240889,35887,140695336,140697077,1742
ENSG00000240890,35888,132386522,132389074,2553
ENSG00000240891,35889,111674676,111846447,171772
ENSG00000240893,35890,112736447,112749319,12873
ENSG00000240895,35891,110527482,110529582,2101
ENSG00000240898,35892,3665220,3665702,483
ENSG00000240902,35893,87594838,87595376,539
ENSG00000240905,35894,55980240,55980540,301
ENSG00000240912,35895,114103249,114103628,380
ENSG00000240914,35896,94800849,94801463,615
ENSG00000240915,35897,63013068,63014681,1614
ENSG00000240919,35898,53532908,53533704,797
ENSG00000240922,35899,116360024,116370090,10067
ENSG00000240925,35900,120247460,120247791,332
ENSG00000240927,35901,101773238,101773513,276
ENSG00000240929,35902,143875171,143904650,29480
ENSG00000240934,35903,58200606,58201018,413
ENSG00000240935,35904,106382171,106393031,10861
ENSG00000240936,35905,6938606,6938897,292
ENSG00000240940,35906,62350006,62350297,292
ENSG00000240950,35907,142827096,142827728,633
ENSG00000240951,35908,89587886,89588570,685
ENSG00000240954,35909,21750269,21751546,1278
ENSG00000240959,35910,50876712,50877657,946
ENSG00000240960,35911,9746704,9746869,166
ENSG00000240961,35912,91739609,91739897,289
ENSG00000240963,35913,244375100,244409592,34493
ENSG00000240964,35914,78938009,78938292,284
ENSG00000240966,35915,87386883,87387174,292
ENSG00000240970,35916,119003012,119003446,435
ENSG00000240972,35917,23894004,23895227,1224
ENSG00000240973,35918,115679345,115682618,3274
ENSG00000240974,35919,141588935,141589142,208
ENSG00000240975,35920,39161453,39161967,515
ENSG00000240977,35921,139982684,139982986,303
ENSG00000240979,35922,79726069,79726321,253
ENSG00000240980,35923,9143166,9146106,2941
ENSG00000240983,35924,46722975,46723223,249
ENSG00000240990,35925,27184518,27189293,4776
ENSG00000240991,35926,133125479,133125952,474
ENSG00000240992,35927,145269810,145270558,749
ENSG00000240993,35928,19176288,19176589,302
ENSG00000240995,35929,49148339,49149111,773
ENSG00000240996,35930,89694295,89697928,3634
ENSG00000240997,35931,87845650,87845947,298
ENSG00000241002,35932,112738672,112739106,435
ENSG00000241003,35933,94688228,94688610,383
ENSG00000241007,35934,152367519,152368661,1143
ENSG00000241008,35935,7783697,7784407,711
ENSG00000241011,35936,188106558,188106914,357
ENSG00000241014,35937,34974356,34985313,10958
ENSG00000241015,35938,53431984,53444670,12687
ENSG00000241018,35939,96753185,96754671,1487
ENSG00000241020,35940,83213005,83213404,400
ENSG00000241022,35941,75084155,75085237,1083
ENSG00000241026,35942,22389865,22390655,791
ENSG00000241030,35943,120522664,120523443,780
ENSG00000241032,35944,37908738,37909037,300
ENSG00000241035,35945,21398925,21399282,358
ENSG00000241037,35946,122087508,122087811,304
ENSG00000241042,35947,59054397,59056049,1653
ENSG00000241043,35948,NA,NA,NA
ENSG00000241045,35949,76721534,76722286,753
ENSG00000241048,35950,150202174,150225190,23017
ENSG00000241052,35951,35144021,35144480,460
ENSG00000241054,35952,20094401,20095684,1284
ENSG00000241057,35953,43961590,43973323,11734
ENSG00000241058,35954,18545561,18659285,113725
ENSG00000241059,35955,91355380,91356026,647
ENSG00000241061,35956,24908932,24909825,894
ENSG00000241064,35957,15506623,15506905,283
ENSG00000241067,35958,16094192,16095209,1018
ENSG00000241069,35959,53386233,53386388,156
ENSG00000241073,35960,100057990,100084471,26482
ENSG00000241074,35961,168451324,168451606,283
ENSG00000241081,35962,76886377,76886750,374
ENSG00000241082,35963,62935982,62936234,253
ENSG00000241084,35964,129259062,129261581,2520
ENSG00000241088,35965,62415678,62416227,550
ENSG00000241095,35966,82806515,82808021,1507
ENSG00000241097,35967,74738478,74738796,319
ENSG00000241098,35968,182446970,182486364,39395
ENSG00000241101,35969,64103470,64106056,2587
ENSG00000241102,35970,129095301,129095811,511
ENSG00000241103,35971,94369833,94370163,331
ENSG00000241104,35972,43211791,43248646,36856
ENSG00000241105,35973,70506251,70506818,568
ENSG00000241106,35974,32812763,32817048,4286
ENSG00000241111,35975,64067964,64103131,35168
ENSG00000241112,35976,149545383,149545810,428
ENSG00000241114,35977,54079974,54080280,307
ENSG00000241119,35978,233671853,233773300,101448
ENSG00000241120,35979,167694355,167694642,288
ENSG00000241123,35980,44579455,44580604,1150
ENSG00000241127,35981,39566376,39610320,43945
ENSG00000241128,35982,247722957,247724043,1087
ENSG00000241129,35983,124935455,124935895,441
ENSG00000241130,35984,50798670,50798951,282
ENSG00000241131,35985,148078159,148088029,9871
ENSG00000241134,35986,150749736,150750094,359
ENSG00000241135,35987,157089881,157101135,11255
ENSG00000241136,35988,143782667,143784284,1618
ENSG00000241143,35989,150150538,150150944,407
ENSG00000241144,35990,102348392,102348691,300
ENSG00000241146,35991,52885429,52886385,957
ENSG00000241149,35992,63998874,64016130,17257
ENSG00000241151,35993,151637174,151657966,20793
ENSG00000241152,35994,17053901,17054204,304
ENSG00000241155,35995,119314293,119322760,8468
ENSG00000241156,35996,116582552,116582830,279
ENSG00000241157,35997,60245288,60245647,360
ENSG00000241158,35998,64561322,64592757,31436
ENSG00000241159,35999,70965584,70965867,284
ENSG00000241162,36000,110439996,110440303,308
ENSG00000241163,36001,72035300,72279503,244204
ENSG00000241168,36002,163026396,163232149,205754
ENSG00000241169,36003,27457198,27459582,2385
ENSG00000241170,36004,74876286,74920022,43737
ENSG00000241172,36005,18957957,18958258,302
ENSG00000241174,36006,69884363,69884654,292
ENSG00000241175,36007,50244628,50244931,304
ENSG00000241179,36008,134804778,134805132,355
ENSG00000241180,36009,914171,914971,801
ENSG00000241183,36010,70079129,70079624,496
ENSG00000241185,36011,11998353,12021508,23156
ENSG00000241186,36012,46574534,46582463,7930
ENSG00000241187,36013,154729231,154729694,464
ENSG00000241188,36014,26814822,26815112,291
ENSG00000241198,36015,131134086,131134390,305
ENSG00000241200,36016,7990987,7991806,820
ENSG00000241202,36017,147386967,147387453,487
ENSG00000241203,36018,167958744,167959082,339
ENSG00000241204,36019,70424125,70424576,452
ENSG00000241207,36020,48276704,48277578,875
ENSG00000241211,36021,159765387,159768612,3226
ENSG00000241213,36022,117678693,117690932,12240
ENSG00000241216,36023,6347081,6347381,301
ENSG00000241217,36024,56670450,56670746,297
ENSG00000241218,36025,107327830,107329197,1368
ENSG00000241219,36026,113050912,113063443,12532
ENSG00000241220,36027,153357107,153374186,17080
ENSG00000241221,36028,202617695,202617987,293
ENSG00000241223,36029,3571215,3571511,297
ENSG00000241224,36030,109118252,109150514,32263
ENSG00000241225,36031,22528853,22528921,69
ENSG00000241226,36032,45651510,45651805,296
ENSG00000241227,36033,5252926,5253223,298
ENSG00000241228,36034,35997226,35997675,450
ENSG00000241229,36035,44007248,44007537,290
ENSG00000241230,36036,54048007,54048308,302
ENSG00000241231,36037,181421058,181442486,21429
ENSG00000241233,36038,71538025,71539207,1183
ENSG00000241241,36039,41101502,41102209,708
ENSG00000241243,36040,87294189,87294473,285
ENSG00000241244,36041,90100236,90100738,503
ENSG00000241246,36042,124607159,124607458,300
ENSG00000241248,36043,140085855,140086150,296
ENSG00000241250,36044,56710060,56710614,555
ENSG00000241251,36045,43560784,43561297,514
ENSG00000241255,36046,33237008,33237409,402
ENSG00000241257,36047,109364047,109364234,188
ENSG00000241258,36048,66114604,66154568,39965
ENSG00000241261,36049,61211652,61212203,552
ENSG00000241269,36050,5419827,5420767,941
ENSG00000241278,36051,125848223,125909372,61150
ENSG00000241280,36052,101960358,101997926,37569
ENSG00000241281,36053,147425974,147426351,378
ENSG00000241282,36054,22699352,22699685,334
ENSG00000241286,36055,110841538,110842387,850
ENSG00000241288,36056,125827238,125916384,89147
ENSG00000241291,36057,146656401,146656695,295
ENSG00000241293,36058,87051192,87052738,1547
ENSG00000241294,36059,89176328,89177160,833
ENSG00000241295,36060,114684580,114687609,3030
ENSG00000241305,36061,99215224,99216266,1043
ENSG00000241307,36062,155760617,155761217,601
ENSG00000241313,36063,149657020,149661364,4345
ENSG00000241316,36064,67654697,67947713,293017
ENSG00000241317,36065,79504073,79506281,2209
ENSG00000241318,36066,91534666,91535593,928
ENSG00000241319,36067,81612238,81612805,568
ENSG00000241322,36068,15565483,15619512,54030
ENSG00000241324,36069,124337380,124349860,12481
ENSG00000241326,36070,9983141,9984568,1428
ENSG00000241328,36071,86481943,86496996,15054
ENSG00000241333,36072,37669464,37669739,276
ENSG00000241334,36073,68477237,68477570,334
ENSG00000241336,36074,155240945,155243144,2200
ENSG00000241343,36075,101390824,101396154,5331
ENSG00000241344,36076,62248294,62248770,477
ENSG00000241345,36077,123994622,124027659,33038
ENSG00000241346,36078,125816082,125816286,205
ENSG00000241347,36079,161735808,161736102,295
ENSG00000241350,36080,77011551,77015853,4303
ENSG00000241351,36081,89027171,89027731,561
ENSG00000241352,36082,12850982,12851740,759
ENSG00000241353,36083,46437394,46437988,595
ENSG00000241354,36084,60602146,60602533,388
ENSG00000241356,36085,56819576,56820504,929
ENSG00000241357,36086,100435257,100436510,1254
ENSG00000241358,36087,146391363,146416603,25241
ENSG00000241359,36088,63423596,63550051,126456
ENSG00000241360,36089,37658727,37666934,8208
ENSG00000241361,36090,108272943,108337853,64911
ENSG00000241362,36091,89687937,89688243,307
ENSG00000241367,36092,82319172,82320279,1108
